temp,atemp,hum,season,weathersit,hr,cnt
0.26,0.2727,0.81,4,1,6,13
0.22,0.2727,0.55,4,1,21,63
0.28,0.2727,0.56,2,1,5,27
0.72,0.6515,0.32,2,1,17,857
0.64,0.5758,0.89,2,3,0,36
0.68,0.6212,0.3,3,1,21,331
0.28,0.3182,0.75,4,1,7,247
0.6,0.6212,0.56,3,1,5,28
0.36,0.3485,0.87,1,3,18,160
0.74,0.6667,0.45,3,1,15,392
0.36,0.3636,0.21,2,1,18,294
0.24,0.2424,0.48,1,1,20,61
0.72,0.6667,0.51,2,1,16,438
0.82,0.7121,0.32,3,1,16,419
0.44,0.4394,0.88,2,1,3,5
0.68,0.6364,0.36,2,1,13,686
0.82,0.697,0.23,2,1,14,593
0.46,0.4545,0.72,3,1,1,80
0.72,0.6818,0.7,3,2,23,104
0.4,0.4091,0.4,4,1,17,374
0.8,0.7576,0.55,2,1,12,237
0.9,0.7879,0.27,3,1,13,293
0.22,0.197,0.93,1,3,11,41
0.76,0.6818,0.48,3,2,16,515
0.92,0.8485,0.35,3,3,15,194
0.32,0.3485,0.66,4,1,20,245
0.36,0.3485,0.53,4,1,11,240
0.62,0.5758,0.83,2,1,14,142
0.7,0.6515,0.58,2,2,12,269
0.72,0.6818,0.7,3,2,23,138
0.64,0.6212,0.57,2,1,23,215
0.72,0.697,0.79,3,1,20,294
0.6,0.5,0.97,3,2,2,64
0.22,0.2727,0.69,4,1,2,9
0.22,0.197,0.47,1,1,9,214
0.76,0.6818,0.45,3,1,14,182
0.4,0.4091,0.87,4,3,23,33
0.94,0.8333,0.29,3,1,18,277
0.2,0.2121,0.86,1,3,8,272
0.32,0.303,0.45,4,2,18,295
0.2,0.1818,0.86,1,3,10,8
0.4,0.4091,0.76,4,2,10,110
0.58,0.5455,0.32,4,1,17,441
0.38,0.3939,0.4,4,1,16,421
0.4,0.4091,0.66,4,1,18,422
0.24,0.2576,0.87,1,3,18,167
0.48,0.4697,0.77,2,1,5,38
0.4,0.4091,0.71,3,1,3,6
0.8,0.7727,0.59,3,1,0,119
0.22,0.2121,0.51,1,1,22,39
0.26,0.2576,0.6,4,1,19,373
0.18,0.197,0.43,1,2,5,1
0.4,0.4091,0.62,4,1,2,132
0.82,0.7424,0.43,3,1,18,363
0.7,0.6667,0.74,3,2,8,484
0.64,0.6061,0.69,3,1,9,328
0.7,0.6515,0.48,3,1,21,233
0.36,0.3485,0.93,1,2,3,21
0.62,0.6212,0.35,4,1,17,575
0.6,0.6212,0.43,2,1,19,434
0.36,0.3485,0.76,4,1,20,124
0.66,0.6212,0.61,3,2,10,166
0.7,0.6515,0.54,3,1,11,256
0.64,0.5758,0.89,3,1,4,4
0.56,0.5303,0.73,4,1,5,36
0.72,0.6818,0.66,3,1,11,164
0.28,0.2727,0.65,4,1,2,4
0.5,0.4848,0.39,2,1,10,128
0.2,0.2121,0.47,1,2,15,93
0.46,0.4545,0.63,4,1,11,147
0.46,0.4545,0.82,2,2,18,159
0.48,0.4697,0.63,2,1,7,237
0.72,0.697,0.79,3,1,23,91
0.32,0.3485,0.36,1,1,20,199
0.22,0.2273,0.27,1,1,15,206
0.7,0.6515,0.51,4,1,17,901
0.5,0.4848,0.63,2,1,6,16
0.52,0.5,0.42,2,1,12,416
0.5,0.4848,0.68,3,2,10,249
0.38,0.3939,0.76,1,2,9,20
0.32,0.3182,0.7,4,2,1,20
0.24,0.2576,0.7,1,1,5,20
0.56,0.5303,0.83,4,1,8,206
0.56,0.5303,0.88,3,3,15,512
0.34,0.3636,0.87,4,1,3,46
0.3,0.3182,0.7,4,1,4,7
0.56,0.5303,0.78,4,2,13,313
0.34,0.3182,0.53,4,1,19,265
0.4,0.4091,0.82,4,2,1,17
0.7,0.6667,0.89,3,1,22,103
0.3,0.2879,0.39,4,1,16,228
0.3,0.303,0.52,4,1,20,252
0.22,0.2121,0.69,1,1,3,4
0.38,0.3939,0.54,1,1,10,88
0.06,0.1515,0.45,1,1,6,43
0.26,0.2576,0.44,4,1,18,141
0.86,0.7879,0.44,3,1,10,186
0.3,0.3333,0.56,1,1,15,109
0.48,0.4697,0.44,2,1,18,312
0.2,0.1818,0.47,1,1,6,2
0.78,0.697,0.43,3,1,11,128
0.34,0.3636,0.76,1,3,15,53
0.84,0.7727,0.47,3,1,21,323
0.6,0.6061,0.6,2,1,22,153
0.76,0.697,0.52,3,1,12,216
0.44,0.4394,0.82,4,1,5,42
0.26,0.2273,0.87,1,3,16,13
0.62,0.5455,0.94,4,2,23,98
0.38,0.3939,0.82,2,2,19,130
0.26,0.303,0.81,4,1,1,115
0.7,0.6515,0.65,3,1,12,411
0.2,0.2273,0.4,1,1,17,178
0.66,0.6061,0.83,2,3,17,521
0.28,0.2727,0.46,4,1,17,136
0.56,0.5303,0.68,3,1,23,127
0.76,0.697,0.55,3,1,18,556
0.46,0.4545,0.44,4,1,15,246
0.78,0.7424,0.59,3,1,20,323
0.4,0.4091,0.62,1,2,22,59
0.6,0.5606,0.83,3,2,5,37
0.66,0.5909,0.89,3,2,22,168
0.86,0.803,0.47,2,1,12,180
0.44,0.4394,0.94,2,1,2,1
0.74,0.6515,0.37,2,1,17,823
0.24,0.2576,0.52,1,2,10,86
0.3,0.2727,0.52,4,2,5,39
0.58,0.5455,0.88,3,1,6,20
0.16,0.1818,0.59,1,1,8,501
0.78,0.7576,0.66,3,1,1,96
0.4,0.4091,0.47,2,1,22,149
0.12,0.1212,0.3,1,1,18,120
0.52,0.5,0.88,2,2,8,314
0.6,0.5455,0.88,4,2,13,154
0.16,0.1364,0.47,1,2,5,5
0.62,0.6061,0.69,2,3,14,316
0.4,0.4091,0.87,1,3,18,192
0.26,0.2727,0.65,1,1,0,11
0.7,0.6515,0.58,2,1,16,299
0.32,0.3485,0.87,4,1,3,3
0.22,0.2576,0.6,1,1,1,7
0.42,0.4242,0.58,4,1,23,90
0.68,0.6364,0.47,3,1,23,159
0.36,0.3333,0.87,4,3,3,3
0.64,0.6061,0.73,2,1,22,286
0.62,0.5606,0.88,2,1,3,31
0.62,0.6212,0.5,2,1,13,193
0.66,0.6212,0.47,2,1,10,249
0.66,0.6212,0.36,1,1,16,232
0.18,0.1667,0.55,4,1,2,52
0.56,0.5303,0.4,2,2,15,252
0.4,0.4091,0.71,4,2,19,371
0.16,0.2273,0.8,4,1,5,21
0.8,0.803,0.66,3,2,16,291
0.3,0.2879,0.49,4,1,14,219
0.86,0.803,0.47,3,1,20,551
0.56,0.5303,0.37,2,1,21,151
0.7,0.6515,0.48,2,2,20,239
0.48,0.4697,0.77,1,1,9,315
0.4,0.4091,0.76,1,1,4,1
0.8,0.7424,0.49,3,1,17,369
0.66,0.6212,0.47,2,1,11,237
0.72,0.7121,0.84,3,1,5,27
0.34,0.3333,0.93,1,3,23,18
0.3,0.2879,0.52,1,2,20,103
0.76,0.7121,0.58,3,2,12,278
0.38,0.3939,0.94,4,2,6,64
0.62,0.5758,0.83,3,1,1,25
0.24,0.2576,0.75,4,1,8,63
0.58,0.5455,0.88,3,3,10,268
0.38,0.3939,0.27,4,1,19,373
0.56,0.5303,0.83,2,2,1,76
0.36,0.3333,0.46,2,2,14,87
0.62,0.5758,0.83,3,1,3,9
0.48,0.4697,0.77,2,1,8,442
0.52,0.5,0.94,1,2,5,20
0.2,0.2121,0.64,1,1,3,8
0.66,0.5909,0.94,3,3,19,175
0.32,0.3333,0.57,4,2,16,214
0.22,0.2576,0.8,4,1,5,23
0.3,0.3333,0.87,4,1,1,10
0.3,0.3182,0.45,1,1,22,62
0.38,0.3939,0.82,4,1,23,108
0.72,0.697,0.79,3,1,20,222
0.4,0.4091,0.62,2,1,21,150
0.7,0.6364,0.45,2,1,13,462
0.68,0.6364,0.79,3,1,9,271
0.44,0.4394,0.16,1,1,16,120
0.56,0.5303,0.94,4,1,2,6
0.52,0.5,1.0,2,1,6,101
0.66,0.5909,0.94,3,2,5,41
0.2,0.197,0.4,1,2,11,67
0.76,0.697,0.52,3,1,18,812
0.2,0.2121,0.85,1,1,2,5
0.7,0.6515,0.58,3,1,8,441
0.64,0.6061,0.73,2,2,14,184
0.4,0.4091,0.62,4,2,12,321
0.32,0.2879,0.31,4,1,16,241
0.5,0.4848,0.51,4,1,21,269
0.74,0.6818,0.58,2,1,17,491
0.4,0.4091,0.66,2,2,9,170
0.44,0.4394,0.54,2,2,4,6
0.76,0.7121,0.62,3,1,17,555
0.66,0.6212,0.65,3,2,16,356
0.44,0.4394,0.0,1,3,15,14
0.26,0.2576,0.44,2,1,23,19
0.74,0.6515,0.28,2,1,13,189
0.32,0.3333,0.87,4,1,0,24
0.14,0.1515,0.69,1,1,9,117
0.48,0.4697,0.44,4,1,5,26
0.56,0.5303,0.88,4,3,7,147
0.7,0.6667,0.84,3,1,2,6
0.24,0.2576,0.81,1,2,18,168
0.22,0.2273,0.8,4,1,4,3
0.82,0.8333,0.63,3,3,23,48
0.2,0.1818,0.27,1,1,16,80
0.34,0.3485,0.53,4,2,11,201
0.62,0.6212,0.43,4,1,12,302
0.54,0.5152,0.94,3,2,22,84
0.4,0.4091,0.62,4,1,3,20
0.4,0.4091,0.5,2,1,23,136
0.44,0.4394,0.67,4,1,4,5
0.38,0.3939,0.46,2,1,3,3
0.36,0.3788,0.93,1,3,8,405
0.6,0.6212,0.53,2,2,18,680
0.64,0.6061,0.73,2,1,9,199
0.24,0.2273,0.7,1,1,7,90
0.54,0.5152,0.52,1,1,19,335
0.3,0.2879,0.87,1,3,11,10
0.66,0.6061,0.78,3,1,0,33
0.36,0.3788,0.53,2,2,11,201
0.68,0.6364,0.44,2,2,18,389
0.26,0.2424,0.93,2,3,10,69
0.6,0.5909,0.69,2,1,23,176
0.5,0.4848,0.77,4,1,8,839
0.2,0.197,0.69,1,2,2,1
0.4,0.4091,0.82,2,3,9,79
0.46,0.4545,0.47,2,1,1,19
0.7,0.6667,0.74,3,1,23,152
0.66,0.6212,0.69,2,1,22,217
0.5,0.4848,0.29,2,1,17,729
0.24,0.2273,0.38,1,1,19,93
0.3,0.303,0.61,1,3,18,359
0.3,0.3182,0.56,1,1,19,135
0.62,0.6212,0.46,4,1,16,315
0.62,0.5606,0.88,4,3,17,715
0.64,0.6061,0.65,3,1,6,25
0.58,0.5455,0.46,4,1,15,188
0.3,0.2576,0.26,1,1,22,48
0.44,0.4394,0.62,2,2,7,314
0.44,0.4394,0.88,1,3,20,45
0.42,0.4242,0.54,1,1,0,10
0.68,0.6364,0.79,2,1,23,90
0.62,0.6061,0.22,2,1,17,411
0.54,0.5152,0.88,3,2,18,373
0.66,0.6212,0.69,2,2,17,508
0.46,0.4545,0.44,4,1,15,237
0.72,0.6515,0.37,4,1,16,634
0.2,0.2576,0.69,4,1,1,10
0.62,0.6212,0.57,3,1,5,47
0.54,0.5152,0.88,1,1,1,15
0.72,0.6667,0.51,3,1,19,633
0.3,0.3182,1.0,4,2,8,410
0.84,0.7576,0.44,2,1,15,212
0.22,0.2727,0.93,1,2,12,62
0.44,0.4394,0.62,4,1,14,473
0.18,0.2424,0.8,4,1,3,3
0.52,0.5,0.36,2,1,10,210
0.62,0.5455,0.94,3,2,6,3
0.3,0.3333,0.7,1,1,7,262
0.22,0.2273,0.75,1,3,15,69
0.5,0.4848,0.63,3,1,22,229
0.64,0.6212,0.44,2,1,13,209
0.36,0.3788,0.81,4,1,1,44
0.44,0.4394,0.77,4,1,5,50
0.24,0.197,0.3,1,1,1,1
0.4,0.4091,0.4,4,2,14,262
0.54,0.5152,0.94,4,3,19,109
0.24,0.2273,0.38,1,1,16,99
0.34,0.3636,0.81,4,1,2,31
0.34,0.303,0.53,4,1,9,327
0.36,0.3333,0.5,1,2,16,86
0.76,0.6818,0.45,3,2,11,288
0.36,0.3485,0.27,1,1,14,212
0.54,0.5152,0.88,4,3,1,16
0.56,0.5303,0.64,4,1,23,61
0.54,0.5152,0.83,3,1,5,27
0.34,0.303,0.49,1,1,11,119
0.66,0.6212,0.69,2,1,8,155
0.62,0.5758,0.83,2,1,5,10
0.4,0.4091,0.5,4,1,14,426
0.58,0.5455,0.83,2,3,18,453
0.7,0.6667,0.79,3,2,5,40
0.4,0.4091,0.76,4,1,3,4
0.66,0.6212,0.74,3,1,2,13
0.28,0.2727,0.75,1,3,18,64
0.38,0.3939,0.46,2,1,8,658
0.58,0.5455,0.49,1,2,0,54
0.28,0.2727,0.45,1,2,14,247
0.46,0.4545,0.36,2,1,12,307
0.24,0.2424,0.87,1,2,1,12
0.64,0.6212,0.29,4,1,15,296
0.62,0.6061,0.69,2,1,9,297
0.54,0.5152,0.83,3,3,11,89
0.66,0.6212,0.74,3,1,4,4
0.72,0.6667,0.54,3,2,3,5
0.28,0.2727,0.75,1,2,2,7
0.2,0.197,0.34,1,2,17,166
0.58,0.5455,0.94,4,2,21,85
0.54,0.5152,0.94,2,2,11,23
0.52,0.5,0.63,2,1,4,10
0.44,0.4394,0.44,1,1,22,92
0.34,0.3333,0.81,1,2,12,165
0.92,0.8182,0.29,3,1,17,770
0.42,0.4242,0.94,2,1,2,2
0.2,0.1667,0.4,1,1,13,51
0.24,0.2273,0.56,1,2,8,56
0.5,0.4848,0.2,2,1,21,234
0.38,0.3939,0.43,4,2,19,374
0.58,0.5455,0.49,2,1,8,486
0.5,0.4848,0.59,2,1,1,49
0.58,0.5455,0.4,2,1,17,553
0.74,0.6667,0.48,4,1,17,953
0.7,0.6364,0.47,3,2,17,591
0.62,0.6061,0.61,2,2,18,463
0.72,0.7121,0.84,3,1,20,412
0.32,0.3333,0.87,1,2,9,255
0.52,0.5,0.48,2,1,20,190
0.2,0.1818,0.51,1,1,9,166
0.22,0.2273,0.93,1,2,7,6
0.4,0.4091,0.56,2,1,1,11
0.6,0.5606,0.83,3,1,21,245
0.16,0.1515,0.93,1,2,8,25
0.52,0.5,0.45,2,1,1,26
0.46,0.4545,0.47,4,1,21,296
0.6,0.5909,0.73,2,1,16,294
0.42,0.4242,0.77,2,3,0,25
0.2,0.1818,0.75,1,1,5,1
0.6,0.5606,0.83,2,3,14,180
0.76,0.7273,0.66,3,2,12,160
0.36,0.3182,0.53,1,1,17,190
0.2,0.2576,0.64,1,2,8,210
0.4,0.4091,0.35,1,1,18,377
0.66,0.6061,0.83,2,3,18,412
0.38,0.3939,0.54,4,2,14,201
0.66,0.6061,0.83,3,2,9,363
0.46,0.4545,0.88,4,2,1,11
0.64,0.6061,0.65,2,1,21,282
0.32,0.3485,0.57,1,2,19,262
0.34,0.3182,0.49,4,1,9,248
0.72,0.697,0.74,3,1,7,343
0.4,0.4091,0.76,4,1,7,57
0.4,0.4091,0.82,4,2,19,114
0.96,0.8636,0.3,3,1,15,169
0.4,0.4091,0.76,4,3,17,228
0.7,0.6667,0.84,3,1,0,47
0.24,0.2424,0.65,1,2,22,46
0.82,0.7879,0.56,3,1,11,437
0.38,0.3939,0.82,4,2,12,417
0.6,0.6212,0.4,2,1,23,93
0.78,0.697,0.46,3,1,21,230
0.74,0.6818,0.55,3,1,19,440
0.34,0.3182,0.71,1,2,20,88
0.66,0.6212,0.34,3,1,16,488
0.28,0.2727,0.48,1,1,22,94
0.64,0.5909,0.78,3,1,5,27
0.52,0.5,0.77,4,2,1,16
0.2,0.1818,0.59,1,1,6,46
0.54,0.5152,0.49,2,1,23,166
0.46,0.4545,0.59,4,1,18,425
0.5,0.4848,0.77,2,1,18,240
0.3,0.3182,0.93,1,2,6,31
0.7,0.6515,0.65,2,1,22,180
0.32,0.3485,0.61,1,1,4,2
0.7,0.6667,0.79,3,1,20,181
0.8,0.7424,0.49,3,1,8,449
0.22,0.197,0.37,1,1,15,60
0.36,0.3485,0.87,4,1,5,5
0.44,0.4394,0.38,1,1,0,31
0.24,0.2424,0.93,1,2,19,18
0.5,0.4848,0.63,4,2,5,28
0.62,0.6212,0.57,4,1,19,482
0.58,0.5455,0.6,2,1,12,207
0.68,0.6364,0.39,3,1,8,426
0.6,0.5758,0.78,4,1,7,558
0.54,0.5152,0.64,4,2,13,272
0.6,0.5909,0.73,2,1,22,106
0.42,0.4242,0.24,2,1,19,458
0.54,0.5152,0.45,2,2,22,173
0.64,0.6212,0.41,4,1,16,581
0.7,0.6515,0.61,3,1,5,45
0.36,0.3333,0.53,2,1,19,148
0.6,0.5152,0.94,3,3,23,70
0.24,0.2727,0.62,1,1,22,47
0.7,0.6364,0.34,2,1,19,671
0.56,0.5303,0.83,2,1,2,16
0.58,0.5455,0.83,2,1,8,650
0.42,0.4242,0.77,4,1,17,446
0.42,0.4242,0.88,4,2,15,211
0.62,0.6061,0.69,3,2,6,20
0.72,0.6667,0.58,3,1,9,184
0.42,0.4242,0.88,1,2,10,351
0.8,0.7424,0.52,3,2,19,342
0.68,0.6212,0.26,2,1,19,391
0.56,0.5303,0.49,4,1,18,328
0.8,0.7576,0.55,3,1,13,275
0.8,0.7576,0.55,3,1,19,623
0.3,0.2879,0.7,1,1,22,44
0.36,0.3333,0.21,1,1,17,234
0.26,0.2576,0.41,4,2,11,204
0.76,0.7121,0.58,3,2,13,144
0.8,0.7727,0.59,3,2,12,188
0.3,0.2879,0.49,1,2,15,253
0.6,0.5909,0.73,2,1,18,489
0.24,0.2576,0.6,4,1,20,104
0.24,0.2424,0.7,1,2,0,26
0.24,0.2121,0.35,1,1,18,167
0.7,0.6515,0.51,4,2,10,208
0.6,0.6212,0.46,4,1,13,305
0.32,0.3182,0.39,2,1,13,138
0.44,0.4394,0.67,4,1,2,3
0.46,0.4545,0.94,4,3,13,58
0.34,0.303,0.61,2,3,9,195
0.3,0.2879,0.49,1,1,4,1
0.36,0.3636,0.21,1,1,18,297
0.24,0.197,0.6,1,1,5,5
0.5,0.4848,0.39,2,2,7,418
0.22,0.2273,0.44,2,1,2,5
0.4,0.4091,0.87,1,2,5,26
0.54,0.5152,0.49,4,1,13,189
0.54,0.5152,0.42,2,2,16,299
0.02,0.0455,0.41,1,1,6,59
0.38,0.3939,0.46,2,1,8,43
0.36,0.3636,0.93,1,2,6,7
0.4,0.4091,0.82,4,3,18,106
0.3,0.2879,0.65,4,2,6,147
0.92,0.8333,0.33,3,1,16,313
0.16,0.1364,0.5,1,1,20,56
0.58,0.5455,0.56,3,2,14,311
0.22,0.197,0.64,1,1,0,28
0.52,0.5,0.94,4,3,11,149
0.56,0.5303,0.94,4,2,5,17
0.26,0.2576,0.6,1,1,6,1
0.44,0.4394,0.62,2,1,19,175
0.4,0.4091,0.87,4,3,20,80
0.14,0.1364,0.59,1,1,20,81
0.3,0.303,0.75,1,2,23,46
0.24,0.2121,0.32,2,1,2,3
0.28,0.2727,0.52,1,1,0,15
0.4,0.4091,0.76,4,3,17,303
0.5,0.4848,0.42,2,2,4,7
0.88,0.7424,0.22,3,1,16,398
0.72,0.6818,0.62,2,1,13,385
0.34,0.3333,0.76,4,3,20,50
0.58,0.5455,0.94,4,1,3,31
0.14,0.1212,0.39,1,1,11,45
0.34,0.3636,1.0,2,3,5,7
0.52,0.5,0.27,1,1,18,527
0.46,0.4545,0.59,4,1,5,6
0.64,0.6061,0.73,2,1,9,177
0.34,0.303,0.66,2,3,13,107
0.24,0.2576,0.75,1,1,10,55
0.64,0.6061,0.69,3,1,9,213
0.26,0.2727,0.6,1,2,10,98
0.62,0.6061,0.69,2,1,15,304
0.56,0.5303,0.94,2,1,4,6
0.46,0.4545,0.41,2,1,10,173
0.72,0.6818,0.7,3,1,20,462
0.74,0.6515,0.4,3,1,15,172
0.32,0.3485,0.93,4,1,2,2
0.34,0.3182,0.46,4,1,15,272
0.46,0.4545,0.88,2,1,0,11
0.3,0.2879,0.33,1,1,19,145
0.5,0.4848,0.88,2,3,16,33
0.4,0.4091,0.82,2,1,3,23
0.72,0.6515,0.42,3,1,11,171
0.26,0.2424,0.6,1,2,20,126
0.2,0.2424,0.93,1,3,11,45
0.54,0.5152,0.42,1,1,19,361
0.6,0.6212,0.43,2,2,15,176
0.24,0.2424,0.6,4,1,1,8
0.46,0.4545,0.82,4,1,3,6
0.34,0.303,0.87,2,3,1,2
0.52,0.5,0.77,4,1,5,41
0.16,0.197,0.86,1,3,4,1
0.48,0.4697,0.77,2,1,22,112
0.22,0.2273,0.47,1,1,23,8
0.7,0.6364,0.42,3,1,15,220
0.7,0.6515,0.54,3,1,16,567
0.4,0.4091,0.62,4,1,23,117
0.46,0.4545,0.87,4,2,2,3
0.52,0.5,0.32,1,1,17,529
0.54,0.5152,0.52,4,1,21,102
0.72,0.697,0.79,3,2,22,148
0.38,0.3939,0.54,1,2,15,50
0.4,0.4091,0.58,2,1,6,21
0.92,0.8333,0.33,3,1,19,287
0.32,0.3182,0.45,1,1,4,1
0.8,0.8182,0.71,3,1,23,113
0.5,0.4848,0.94,4,3,2,6
0.6,0.5909,0.2,2,1,15,316
0.62,0.5758,0.83,2,1,6,22
0.6,0.5758,0.78,3,1,4,7
0.64,0.6061,0.65,3,2,13,189
0.34,0.303,0.42,1,2,2,4
0.38,0.3939,0.66,4,2,16,443
0.4,0.4091,0.58,1,3,16,50
0.18,0.1515,0.37,1,1,17,87
0.56,0.5303,0.88,2,3,2,8
0.52,0.5,0.63,3,1,7,545
0.22,0.2273,0.69,4,1,5,41
0.4,0.4091,0.24,2,1,14,184
0.4,0.4091,0.87,1,3,15,94
0.3,0.2576,1.0,1,3,19,11
0.32,0.3333,0.66,1,1,18,439
0.74,0.6818,0.58,3,2,19,299
0.36,0.3485,0.93,4,3,23,65
0.66,0.6061,0.83,3,2,9,293
0.42,0.4242,0.24,1,1,23,106
0.4,0.4091,0.5,4,1,17,562
0.7,0.6364,0.42,2,1,16,639
0.4,0.4091,0.94,4,3,11,32
0.46,0.4545,0.82,2,1,3,1
0.36,0.3485,0.71,4,1,7,233
0.4,0.4091,0.58,4,2,19,406
0.22,0.197,0.93,1,3,13,47
0.4,0.4091,0.47,2,1,0,59
0.72,0.697,0.79,2,1,23,125
0.72,0.6515,0.45,3,1,12,305
0.62,0.5909,0.73,2,2,20,362
0.28,0.2576,0.93,1,2,23,37
0.34,0.3333,0.25,1,1,19,263
0.4,0.4091,0.58,2,2,22,70
0.68,0.6364,0.89,3,1,5,9
0.62,0.6061,0.65,2,2,10,153
0.6,0.6212,0.56,4,1,22,188
0.64,0.6061,0.73,2,1,19,328
0.8,0.697,0.26,3,1,15,249
0.4,0.4091,1.0,4,3,17,52
0.66,0.6061,0.83,3,3,0,90
0.84,0.8182,0.56,3,1,20,212
0.52,0.5,0.77,2,1,1,88
0.78,0.7273,0.55,2,1,16,504
0.38,0.3939,0.17,1,1,8,45
0.66,0.5909,0.89,3,2,3,36
0.56,0.5303,0.83,2,3,9,202
0.7,0.6667,0.74,3,1,23,93
0.3,0.3333,0.7,1,1,11,270
0.7,0.6364,0.45,3,1,8,390
0.34,0.3182,0.46,1,1,2,7
0.32,0.3182,1.0,2,2,0,18
0.32,0.3485,0.7,1,1,21,78
0.6,0.5455,0.88,3,2,6,115
0.44,0.4394,0.94,2,3,20,53
0.52,0.5,0.88,4,2,4,5
0.74,0.6667,0.51,2,1,17,601
0.62,0.5455,0.94,3,2,4,7
0.64,0.6061,0.73,2,1,10,125
0.64,0.6212,0.61,3,1,5,10
0.78,0.697,0.4,3,1,13,543
0.32,0.303,0.81,2,1,6,64
0.4,0.4091,0.4,1,1,14,328
0.36,0.3636,0.4,4,1,14,240
0.46,0.4545,0.82,3,1,23,136
0.66,0.6061,0.78,3,1,2,53
0.68,0.2424,0.69,3,2,21,255
0.64,0.6212,0.47,3,1,16,457
0.2,0.1818,0.4,1,1,11,51
0.76,0.7121,0.58,2,1,8,481
0.36,0.3788,0.87,4,1,22,108
0.46,0.4545,0.94,4,2,7,234
0.14,0.1364,0.43,1,2,13,60
0.3,0.303,0.87,2,3,14,76
0.3,0.2727,0.28,1,1,1,73
0.26,0.2424,0.6,1,2,23,32
0.54,0.5152,0.42,4,1,16,691
0.7,0.6667,0.74,3,2,5,19
0.76,0.7121,0.62,3,2,19,516
0.7,0.6515,0.61,2,3,14,428
0.36,0.3485,0.76,2,1,2,3
0.68,0.6364,0.74,3,1,0,52
0.36,0.3485,0.62,1,1,7,10
0.36,0.3485,1.0,4,2,5,23
0.44,0.4394,0.44,1,2,11,90
0.82,0.7727,0.49,3,1,15,285
0.36,0.3485,0.46,2,1,8,638
0.24,0.2879,0.93,4,1,6,4
0.3,0.3333,0.24,1,1,17,211
0.6,0.5758,0.78,2,2,0,35
0.74,0.6818,0.58,3,1,7,483
0.3,0.2727,0.56,1,2,12,163
0.72,0.6667,0.51,3,1,1,29
0.26,0.2424,0.48,4,1,3,15
0.12,0.1212,0.33,1,1,20,115
0.7,0.6515,0.7,3,1,22,291
0.62,0.5758,0.83,3,1,4,10
0.34,0.3333,0.61,1,1,21,154
0.16,0.2273,0.47,1,1,10,149
0.74,0.6667,0.48,3,1,15,750
0.18,0.1818,0.43,1,1,7,88
0.66,0.6212,0.47,3,1,11,585
0.42,0.4242,0.3,2,1,23,113
0.6,0.5606,0.83,4,1,21,196
0.34,0.3485,0.66,4,1,23,74
0.52,0.5,0.88,4,2,5,55
0.74,0.6667,0.51,3,1,14,190
0.22,0.2273,0.87,1,2,2,4
0.4,0.4091,1.0,1,2,7,86
0.36,0.3485,0.53,1,1,17,140
0.36,0.3333,0.29,4,1,11,171
0.32,0.303,0.53,4,1,17,627
0.6,0.6212,0.56,4,1,21,297
0.66,0.6212,0.74,4,1,17,426
0.26,0.2576,0.93,1,1,7,7
0.52,0.5,0.34,2,1,19,421
0.3,0.3333,0.65,4,1,2,37
0.7,0.6515,0.65,4,1,18,810
0.6,0.5606,0.83,3,2,6,124
0.6,0.5455,0.88,3,1,22,122
0.4,0.4091,0.82,4,2,19,174
0.5,0.4848,0.36,4,1,22,166
0.86,0.7576,0.36,3,1,17,569
0.72,0.6818,0.62,3,1,3,3
0.34,0.3182,0.19,1,1,14,79
0.54,0.5152,0.68,3,1,23,94
0.7,0.6364,0.37,2,1,19,416
0.26,0.303,0.81,4,1,7,35
0.22,0.2576,0.75,4,1,7,199
0.7,0.6364,0.42,3,1,14,182
0.44,0.4394,0.44,2,1,12,281
0.7,0.6667,0.84,3,2,0,80
0.36,0.3485,0.71,2,1,8,160
0.4,0.4091,0.76,2,2,21,102
0.2,0.197,0.51,2,1,5,8
0.7,0.6515,0.58,4,1,13,340
0.52,0.5,0.77,2,3,6,26
0.66,0.6061,0.78,2,1,7,450
0.86,0.7879,0.44,3,2,14,331
0.22,0.1818,0.93,1,3,15,43
0.38,0.3939,0.54,1,1,17,242
0.52,0.5,0.77,2,1,0,142
0.46,0.4545,0.88,4,2,1,8
0.44,0.4394,0.77,1,2,23,44
0.42,0.4242,0.35,2,1,10,246
0.84,0.7424,0.39,3,1,11,165
0.28,0.2576,0.45,1,1,19,153
0.68,0.6364,0.83,3,1,1,32
0.84,0.803,0.53,3,1,17,468
0.44,0.4394,0.67,1,1,21,174
0.72,0.6818,0.76,3,1,21,184
0.66,0.6061,0.83,2,1,4,7
0.68,0.6364,0.83,3,1,3,6
0.36,0.3333,0.4,1,1,2,2
0.32,0.2879,1.0,2,3,21,22
0.72,0.6667,0.54,2,1,19,556
0.24,0.197,0.38,1,1,22,82
0.6,0.5606,0.83,2,2,23,78
0.24,0.2273,0.6,4,1,7,385
0.32,0.3182,0.66,1,2,4,3
0.3,0.3333,0.87,1,2,0,34
0.46,0.4545,0.59,4,1,19,300
0.3,0.303,0.65,1,1,23,46
0.24,0.2879,0.81,4,1,5,10
0.66,0.6061,0.83,3,1,4,9
0.5,0.4848,0.51,2,1,20,169
0.52,0.5,0.55,4,1,20,315
0.24,0.2879,0.65,4,1,8,638
0.18,0.197,0.64,1,1,21,52
0.6,0.6212,0.46,2,1,16,205
